,Kaufpreis,Zimmer,Wohnfläche ca.,Street,City,Anbieter,Wohnungslage,Bezug,Description,Wohnanlage,Baujahr:,Energy,Energy2,Lage,Price&Kosten,"('Baujahr:',)",Wohnfläche,Zustand:,"('Zustand:',)",3,Personenaufzug,"('Anbieter',)",2,,"('Personenaufzug',)",Mindestpreis,Stellplatz:,1
152,399.900 €,3," 52,21 m²",Straße nicht freigegeben,81377 München  (Sendling-Westpark),Gewerblicher,,,Einbauküche Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil ,Baujahr: 1941 ,1941,,,"Sendling-WestparkDie Wohnung ist nahe der schönsten Grünanlage Münchens gelegen. Der Westpark zeichnet sich besonders durch seine Baumalleen, farbenfrohen Rosengärten, Seen und dem thailändischen Tempel aus. Er zählt zu den beliebtesten Erholungsgebieten Münchens und lädt zudem zum Spazieren, Joggen oder Radeln ein...",,,,,,,,,,,,,,
153,562.000 €,3," 73,20 m²",Straße nicht freigegeben,80689 München  (Hadern),Gewerblicher,Wohnungslage6. GeschossBezugnach Absprache,Bezugnach Absprache,Loggia Einbauküche ,Baujahr: 1964 Personenaufzug ,1964,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 18.03.2029 Endenergieverbrauch 111,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Der Stadtteil Hadern / Blumenau zählt zu den bevorzugten Wohngebieten im Münchner Südwesten. Die reizvolle Umgebung, besteht aus einer gewachsenen Nachbarschaft. Hadern ist seitens der Infrastruktur hervorragend erschlossen und bietet alles was zum täglichen Leben gehört. Besonders zu erwähnen sind das Klinikum Großhadern...",,,,,,,,,,,,,,
154,389.000 €,3," 65,76 m²",Straße nicht freigegeben,80689 München  (Hadern),Gewerblicher,Derzeitige Nutzungvermietet,EnergieausweistypVerbrauchsausweis,Zustand: gepflegt ,Baujahr: 1965 Personenaufzug ,1965,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerGASGültigkeit bis 19.03.2028 EffizienzklasseDEndenergieverbrauch 119,20 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"HADERN: VOM DORF ZUM GROßEN WOHNGEBIETDas Wohnviertel Hadern ist einerseits durch große Wohnblöcke und andererseits durch schmucke Einfamilienhäuser geprägt. Auch wenn auf den ersten Blick die Hochhausbauten das Stadtteilbild dominieren, ist dennoch der dörfliche Ursprung des Viertels noch zu sehen. Dies zeigt sich...",,,,,,,,,,,,,,
155,798.900 €,4," 93,82 m²",Straße nicht freigegeben,81739 München  (Ramersdorf-Perlach),Gewerblicher,Wohnungslage3. Geschoss,EnergieausweistypVerbrauchsausweis,Gäste-WC Terrasse Einbauküche Zustand: gepflegt ,Baujahr: 1989 1 Stellplatz: Tiefgarage ,1989,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 29.04.2031 EffizienzklasseCEndenergieverbrauch 80,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Ruhige und gewachsene Südperlacher Wohnlage an der Schnittstelle zu Ramersdorf. Die unmittelbare Umgebung zeichnet sich durch ideale Infrastruktur und sehr gute öffentliche Verkehrsanbindung aus. Zahlreiche Geschäfte des täglichen Bedarfs, Kitas, Kindergärten und Schulen sowie vielseitige Sport- und Freizeiteinrichtungen sind...",,,,,,,,,,,,,,
156,699.000 €,"3,5"," 83,60 m²",Straße nicht freigegeben,80993 München  (Moosach),Gewerblicher,Wohnungslage4. GeschossBezugsofort,Bezugsofort,Gäste-WC Balkon Einbauküche Zustand: renoviert / saniert Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1971 Personenaufzug 1 Stellplatz: Tiefgarage ,1971,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2014Wesentliche EnergieträgerGASGültigkeit bis 25.11.2028 EffizienzklasseDEndenergieverbrauch 100,20 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Ihr neues Zuhause befindet sich in einer ruhigen Wohnsiedlung im beliebten Münchener Stadtteil Moosach. Wer hier lebt, muss sich nicht zwischen urbanem Kulturangebot und den Naturerlebnissen des Umlands entscheiden - man bekommt beides!Rund um den Ortskern bietet Moosach eine hervorragende Infrastruktur mit vielen gut...",,,,,,,,,,,,,,
157,819.000 €,3," 89,73 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage1. Geschoss,,"Bad mit Fenster, Wanne und Dusche Balkon, Garten barrierefrei, rollstuhlgerecht ",Zustand: Altbau (bis 1945) Personenaufzug ,,,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",,,,Altbau,,,,,,,,,,
158,689.000 €,"3,5"," 96,46 m²",Geigenbergerstraße 11,81477 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage1. GeschossBezugSOFORT,BezugSOFORT,"Bad mit Fenster, Wanne und Dusche, Gäste-WC Balkon Einbauküche Böden: Fliesenboden, Teppichboden Weitere Räume: Kelleranteil ",Baujahr: 1968 Personenaufzug 1 Stellplatz: Tiefgarage ,1968,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1991Wesentliche EnergieträgerErdgas leichtGültigkeit 13.02.2018 bis 12.02.2028 EffizienzklasseEEndenergieverbrauch 130,60 kWh/(m²·a)  - Warmwasser enthalten ",HeizungsartZentralheizung,"Der durch den Warnberg höchst gelegene Stadtteil Solln gehört zu den schönsten Wohngegenden Münchens.Die Wohnung liegt nah an den Bushaltestellen ,,Plattlinger Straße"" sowie ,,Hofbrunnstraße"". Von hier aus fahren der Bus Nr. ,,63"" sowie der Nachtbus ,,N41"".In nur 7 Minuten gelangen Sie somit zur U-Bahn-Haltestelle...",,,,,,,,,,,,,,
159,325.000 €,k.A., 31 m²,Straße nicht freigegeben,80804 München  (Schwabing-West),Gewerblicher,,,,,,,,"1-Zi. Whg. im 4. OG, Wfl. ca. 31 m² (inkl. Balkon zu 1/2), Kellerabteil Nfl. ca. 4,5 m² , Bj. ca. 1957.Gläubiger: Kein Ansprechpartner vorhanden.Hier finden Sie weitere Informationen sowie Dokumente zum Object (bitte kopieren Sie den Link in ein neues Browser Fenster)...",,,,,,,,,,,,,,
160,1.075.000 €,"3,5"," 86,40 m²",Straße nicht freigegeben,80809 München  (Milbertshofen-Am Hart),Gewerblicher,KategorieMaisonetteBezugvoraussichtlich ab Juli 2022 bezugsfertig,Bezugvoraussichtlich ab Juli 2022 bezugsfertig,"Bad mit Dusche, Gäste-WC Balkon Böden: Fliesenboden, Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 1970 Personenaufzug ,1970,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1970Wesentliche EnergieträgerGasGültigkeit 15.11.2018 bis 14.11.2028 EffizienzklasseCEndenergiebedarf 86,20 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Aufstrebend - pulsierend - urban - zentrumsnah. So lässt sich mit wenigen Worten der Stadtteil Milbertshofen (Stadtbezirk 11), direkt angrenzend an Schwabing-Nord, treffend beschreiben. Der Bezirk hat in den in den letzten Jahren eine deutlich spürbare Aufwertung erfahren und sich zu einem echten Trendviertel Münchens...",,,,,,,,,,,,,,
161,735.000 €,3," 77,60 m²",Straße nicht freigegeben,80999 München  (Allach-Untermenzing),Gewerblicher,Wohnungslage3. GeschossBezugsofort,Bezugsofort,"Gäste-WC Balkon barrierefrei Böden: Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum, Wasch-Trockenraum ",Baujahr: 2018 Personenaufzug 1 Stellplatz: Tiefgarage ,2018,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2018Wesentliche EnergieträgerGASGültigkeit 30.07.2018 bis 30.07.2028 EffizienzklasseA+Endenergiebedarf 18,50 kWh/(m²·a)  ","EnergieträgerGasHeizungsartFußbodenheizung, Zentralheizung","Herzlich willkommen in der Gerberau im schönen Stadtteil München-Allach. Unternehmen wie MAN, MTU, Deutsche Telekom sowie die Firma Krauss-Maffei schätzen den Stadtteil bereits seit vielen Jahren als wirtschaftlich wertvollen Standort.Allach/Untermenzing erfreut sich auch bei der Wohn- und Lebensqualität in...",,,,,,,,,,,,,,
162,469.000 €,3," 69,19 m²",Straße nicht freigegeben,81243 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage3. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Gäste-WC Balkon ,Baujahr: 1972 Personenaufzug 1 Stellplatz ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 16.04.2024 Endenergieverbrauch 216,00 kWh/(m²·a)  ",EnergieträgerFernwärme,Der im Westen von München liegende Stadtteil Westkreuz erfreut sich zunehmender Beliebtheit. Dies liegt nicht zuletzt an der hervorragenden Infrastruktur. Durch den bereits fertig gestellten Ausbau der Autobahnverbindung zwischen der A96 (Lindau) und der A8 (Stuttgart) sowie der damit übergehenden Verbindungen nach Norden A92...,,,,,,,,,,,,,,
163,354.000 €,2, 49 m²,Straße nicht freigegeben,81243 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage7. GeschossBezugsofort,Bezugsofort,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1972 Personenaufzug 1 Stellplatz: Garage ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1972Wesentliche EnergieträgerÖlGültigkeit 26.04.2018 bis 25.04.2028 EffizienzklasseEEndenergieverbrauch 157,80 kWh/(m²·a)  ",EnergieträgerÖlHeizungsartZentralheizung,"Am Westkreuz / Pasing zählt zu den gefragten Wohnlagen Münchens. Eine ideale Infrastruktur - alle Geschäfte des täglichen Bedarfs sind in unmittelbarer Nähe. Egal ob Einkaufsmöglichkeiten, Ärzte, Lokale, Kindergärten oder Schulen. Schnell mit öffentlichen Verkehrsmitteln in die Innenstadt geht es über den...",,,,,,,,,,,,,,
164,698.000 €,3, 94 m²,Straße nicht freigegeben,80805 München  (Schwabing-Freimann),Gewerblicher,Wohnungslage2. Geschoss,EnergieausweistypBedarfsausweis,Zustand: gepflegt ,Baujahr: 1967 ,1967,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1967Wesentliche EnergieträgerÖlGültigkeit 26.10.2018 bis 25.10.2028 EffizienzklasseDEndenergiebedarf 101,70 kWh/(m²·a)  ",EnergieträgerÖl,"München, NordseestraßeTraumlage - nur ein Katzensprung zum Englischen Garten!Parkähnliches, großzügiges Grundstück und ein wunderschöner,unverbaubarer Blick ins Grüne!",,,,,,,,,,,,,,
165,299.000 €,1," 30,17 m²",Fritz-Meyer-Weg 55,81925 München  (Bogenhausen),,KategorieApartmentWohnungslage4. GeschossBezugsofort,Bezugsofort,"Bad mit Wanne Balkon, Gartenmitbenutzung Einbauküche barrierefrei Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1976 Personenaufzug 1 Stellplatz ,1976,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1976EffizienzklasseEEndenergiebedarf 136,30 kWh/(m²·a)  ",EnergieträgerElektroHeizungsartEtagenheizung,"Das Pharaohaus besticht durch seine einzigartige Architektur. mit Läden und Restaurants im Haus ist die Infrastruktur perfekt. Die zentrale Lage in Oberföhring ist begehrt. Durch die gute Anbindung mit öffentlichen Verkehrsmitteln erreicht man schnell die City, die Uni oder andere Stadtteile.",,,,,,,,,,,,,,
166,395.000 €,2, 54 m²,Straße nicht freigegeben,81737 München  (Ramersdorf-Perlach),Gewerblicher,Bezugab sofort,EnergieausweistypVerbrauchsausweis,"Terrasse Böden: Fliesenboden, Laminat, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1984 1 Stellplatz: Tiefgarage ,1984,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2001Wesentliche EnergieträgerGASGültigkeit 16.01.2018 bis 15.01.2028 EffizienzklasseDEndenergieverbrauch 110,70 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,Ramersdorf bildet im Süd-Osten die Stadtgrenze. Westlich davon schließen sich Perlach und Obergiesing an. Im Norden liegen Trudering und Berg am Laim. Die S7 verbindet Ramersdorf sowohl mit dem Stadtzentrum als auch mit der Region. Ebenso ist der Stadtteil mit der U5 gut zu erreichen. Zahlreiche Bus- und Tramlinien fahren...,,,,,,,,,,,,,,
167,849.000 €,"3,5"," 96,86 m²",Straße nicht freigegeben,81541 München  (Ramersdorf-Perlach),Gewerblicher,Bezugnach Absprache,EnergieträgerFernwärme,Zustand: gepflegt ,Baujahr: 1980 Personenaufzug 1 Stellplatz: Tiefgarage ,1980,,EnergieträgerFernwärme,"Der Stadtteil Giesing befindet sich südöstlich des Zentrums der Landeshauptstadt München und erfreut sich zunehmender Beliebtheit. Ein Spaziergang am Flaucher oder im Perlacher Forst bieten einen tollen Erholungs- und Freizeitwert, welcher durch die Nähe zu diversen Park- und Sport-Anlagen ergänzt wird. Der an Giesing...",,,,,,,,,,,,,,
168,1.090.000 €,"4,5", 128 m²,Straße nicht freigegeben,81475 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageErdgeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,"Bad mit Fenster, Wanne und Dusche Garten, Terrasse, Gartenanteil Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss ","Baujahr: 1997 3 Stellplätze: Duplex, Garage ",1997,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1997Wesentliche EnergieträgerGASGültigkeit bis 18.11.2023 EffizienzklasseEEndenergieverbrauch 138,50 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"+++ Bestlage Maxhof! 100m zum Forstenrieder Park! U-Bahn (U3)! +++ Der Stadtteil Fürstenried liegt an der südwestlichen Stadtgrenze Münchens und ist einer der begehrtesten Bezirke der Landeshauptstadt, geprägt von Ein- und Mehrfamilienhäusern sowie prächtigen Villen. Zu Fürstenried zählen neben Fürstenried-Ost und...",,,,,,,,,,,,,,
169,769.000 €,3," 95,41 m²",Mühlhölzlweg 18,80999 München  (Allach-Untermenzing),Gewerblicher,Wohnungslage2. Geschoss (Dachgeschoss)Bezugsofort,Bezugsofort,"Bad mit Fenster und Wanne, Gäste-WC Garten, Terrasse Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum Anschlüsse: Kabelanschluss ",Baujahr: 2002 1 Stellplatz: Tiefgarage ,2002,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2002Wesentliche EnergieträgerGasGültigkeit 09.01.2019 bis 08.01.2029 EffizienzklasseBEndenergieverbrauch 70,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"In sehr angenehm ruhigem Umfeld von Allach liegt Ihre Dachterrassenwohnung mit Südausrichtung in der 2. und obersten Etage ohne Lift.Einkaufsmöglichkeiten, Apotheken, Banken, Restaurants etc. befinden sich in Rad-EntfernungIn unmittelbarer Umgebung finden Sie Wiesen und Felder für entspannende Spaziergänge, zum...",,,,,,,,,,,,,,
170,419.000 €,"1,5"," 42,34 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,WohnungslageErdgeschoss,,"Bad mit Fenster, Wanne und Dusche Garten, Terrasse ",Zustand: Neubau Personenaufzug ,,,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",,,,Neubau,,,,,,,,,,
171,639.000 €,2," 55,20 m²",Straße nicht freigegeben,80339 München  (Schwanthalerhöhe),Gewerblicher,Wohnungslage1. GeschossBezugNach Absprache,BezugNach Absprache,Bad mit Wanne Balkon Einbauküche barrierefrei Böden: Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 2006 Personenaufzug 1 Stellplatz: Tiefgarage ,2006,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2006Wesentliche EnergieträgerFernwärmeGültigkeit 07.10.2022 bis 06.10.2032 EffizienzklasseDEndenergieverbrauch 107,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Dieses traumhafte Objekt im Herzen Münchens besticht nicht nur durch die tolle Ausstattung und Wohnanlage, sondern auch auf Grund des idealen Standortes. Es befindet sich im Stadtteil Schwanthalerhöhe/Westend und ist mit den öffentlichen Verkehrsmitteln oder dem Fahrrad nur zehn Minuten von der Münchner Altstadt entfernt. Die...",,,,,,,,,,,,,,
172,580.000 €,3," 70,17 m²",Straße nicht freigegeben,80995 München  (Feldmoching-Hasenbergl),Gewerblicher,Wohnungslage4. GeschossBezugkurzfristig beziehbar,Bezugkurzfristig beziehbar,"Bad mit Wanne Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1965 1 Stellplatz ,1965,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1965Wesentliche EnergieträgerErdgas schwerGültigkeit 02.01.2019 bis 02.01.2029 EffizienzklasseEEndenergieverbrauch 140,00 kWh/(m²·a)  ",HeizungsartZentralheizung,Feldmoching-Hasenbergl als 24. Stadtbezirk im Münchner Norden ist mit rund 62.000 Einwohnern von der Fläche her der zweitgrößte jedoch mit geringer Einwohnerdichte. Feldmoching ist auch heute noch stark landwirtschaftlich geprägt. Das Viertel Hasenbergl verfügt über größere Hochhaussiedlungen. Mit U- und S-Bahn ist das...,,,,,,,,,,,,,,
173,999.000 €,4, 101 m²,Straße nicht freigegeben,81476 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageErdgeschossBezug01.09.2023Derzeitige Nutzungvermietet,Bezug01.09.2023,"Bad mit Fenster, Wanne und Dusche Terrasse Einbauküche Böden: Parkett Zustand: gepflegt ",Baujahr: 2009 1 Stellplatz: Duplex ,2009,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2009Wesentliche EnergieträgerStromGültigkeit 20.10.2019 bis 19.10.2029 EffizienzklasseAEndenergieverbrauch 45,80 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerElektro,"Ruhige Lage im GrünenForstenried liegt zwischen Fürstenried (im Westen) sowie Obersendling und Solln (im Osten) und gehört zu den südlichen Stadtteilen Münchens.Prägend für das Bild des Stadtteils ist der historische Dorfkern. Bäuerliche Anwesen, teilweise noch aus dem 18.  und 19. Jahrhundert, sind hier noch weit...",,,,,,,,,,,,,,
174,345.000 €,1, 43 m²,Straße nicht freigegeben,81241 München  (Pasing-Obermenzing),Gewerblicher,KategorieApartmentDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Weitere Räume: Kelleranteil ,Baujahr: 1973 1 Stellplatz: Garage ,1973,,,"Der im Westen von München gelegene Stadtteil Pasing ist eine attraktive Wohngegend. Hier werden Stadtleben und Leben in grüner Natur in optimaler Weise verbunden. Geprägt wird das Stadtviertel durch kleine Mehrfamilienhäuser und Einfamilienhäuser, welche der gesamten Gegend ein angenehmes und idyllisches Flair...",,,,,,,,,,,,,,
175,699.000 €,2," 50,23 m²",Straße nicht freigegeben,80803 München  (Schwabing-Freimann),Gewerblicher,Wohnungslage3. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Einbauküche Zustand: gepflegt ,Baujahr: 2002 Personenaufzug 1 Stellplatz: Tiefgarage ,2002,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 25.03.2029 EffizienzklasseDEndenergieverbrauch 121,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Sehr begehrte und zentrale Alt-Schwabinger Wohnlage, das Haus befindet sich in direkter Nähe des Englischen Gartens in einer wenig befahrenen Seitenstraße. Die unmittelbare Nachbarschaft ist durch zahlreiche imposante Altbauten und sehr gepflegte Mehrfamilienhäuser geprägt. Durch die ideale Infrastruktur und die sehr gute...",,,,,,,,,,,,,,
176,720.000 €,3, 92 m²,Straße nicht freigegeben,81479 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage3. Geschoss,HeizungsartZentralheizung,Gäste-WC Terrasse Fenster: Holzfenster Weitere Räume: Kelleranteil ,Baujahr: 1965 ,1965,,EnergieträgerGasHeizungsartZentralheizung,"Bei dieser Immobilie handelt es sich um eine 3-Zimmer Wohnung in München-Obersendling.Wohnfläche: ca. 92 m²Grundstück: ca. 1.222 m²Miteigentumsanteil: 59,57 / 1.000Dazugehörig ist ein Kellerraum.Zu dieser Wohnung gehört das Sondernutzungsrecht an den an die Wohnung anschließenden zwei...",,,,,,,,,,,,,,
