,street,description,wohnanlage,energy_2,lage,Hausprice,Room,Area,Post_Code,District,Offerer,Year,Status,Floor,Own
236,Gabrielenstr. 3,"Bad mit Fenster und Dusche Terrasse Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 2021 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"KRAFTVOLLER STANDORT. AUTHENTISCHER CHARAKTER. Das St.-Vinzenz-Viertel ist nahbar und weltgewandt, persönlich und pulsierend zugleich. Sein ursprüngliches Münchner Flair und die vitale Ausstrahlung verleihen dem lebenswerten Viertel in Neuhausen kosmopolitischen Charakter. Hier genießt man ein großstädtisches Angebot in...",1629000.0,3.5,105.7,80636,(Neuhausen-Nymphenburg),Gewerblicher,2021,,Ground,2024
237,,Bad mit Wanne Balkon Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1967 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Im südlichen Münchner Stadtteil Solln wohnen Sie in gepflegter Nachbarschaft und hervorragend angebunden an das Zentrum der bayerischen Landeshauptstadt. Die Innenstadt liegt ca. 8 km von Ihrer Eigentumswohnung entfernt, das Isartal befindet sich dagegen in nur rund 3 km östlicher Entfernung. Naturnah gelegen am Forstenrieder...",699000.0,3,80.0,81477,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1967,,3,Sofort
238,,"Bad mit Wanne Balkon Böden: Fliesenboden, Laminat, Teppichboden Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1991 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,Im einwohnerstärksten 16. Stadtbezirk im Süd-Osten von München wohnen rund 110.000 Münchner. Altperlach ist ein ruhiges Wohnviertel mit sehr guter Infrastruktur. Durch den Mittleren Ring und die Zufahrt zur Autobahn Salzburg ist die Anbindung mit dem Fahrzeug bestens. Perlach ist mit S- und U-Bahn sowie Trambahn und Bus sehr...,430000.0,2.5,52.0,81737,(Ramersdorf-Perlach),Gewerblicher,1991,,,
239,,"Bad mit Wanne und Dusche, Gäste-WC Garten, Terrasse Einbauküche Böden: Fliesenboden, Laminat, Parkett, Teppichboden Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1972 2 Stellplätze: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Das Objekt liegt in Oberföhring und wird damit dem Stadtbezirk Bogenhausen zugerechnet. Der Charme von Oberföhring inspiriert mit einem besonderen Gefühl und gepflegter Idylle viele einheimische Münchner. Ein entspannter Ort für höchste Ansprüche bietet der Brunnbach, der im Bogenhausener Herzogpark entspringt. Er fliest als...",1200000.0,4,129.25,81925,(Bogenhausen),Gewerblicher,1972,,Ground,Nach Vereinbarung
240,,Balkon Weitere Räume: Kelleranteil ,Baujahr: 1960 2 Stellplätze: Garage ,EnergieträgerÖlHeizungsartZentralheizung,"Der Münchner Stadtteil Laim zieht auf Grund seiner vielen Facetten, wie z. B. den idyllischen Einfamilienhäusern im Schlosspark Laim, das Kulturzentrum am Laimer Anger oder den Merkmalen früheres Eisenbahnviertel, mit seinen historischen Einflüssen, viele Menschen an. Für den richtigen Freizeitausgleich sorgen sowohl einige...",480000.0,3,66.14,80686,/,Gewerblicher,1960,,1,Sofort
241,,Bad mit Fenster und Wanne Balkon Böden: Parkett Fenster: Kunststofffenster Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1911 Zustand: Altbau (bis 1945) ,EnergieträgerGasHeizungsartZentralheizung,"Der Stadtteil Obergiesing wurde bereits im Jahr 790 erstmalig erwähnt und ist somit knapp 400 Jahre älter als München selbst. Das Viertel liegt zentralnah, mitten in der Stadt und ist insgesamt belebt - dennoch mit viel Grün und Natur. Über 25 Prozent der gesamten Fläche der Gemarkung von Untergiesing-Harlaching sind...",630000.0,3,75.59,81539,(Obergiesing),Gewerblicher,1911,,2,Sofort
242,Schneeglöckchenstr. 110,"Bad mit Fenster, Wanne und Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss ",Baujahr: 2006 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,,510000.0,2.5,64.5,80995,(Feldmoching-Hasenbergl),Gewerblicher,2006,,1,Sofort
243,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Garten, Terrasse ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",769000.0,3,80.64,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,Ground,
244,,"Bad mit Dusche, Bad/WC getrennt Balkon, Loggia Einbauküche Böden: Fliesenboden, Parkett Fenster: Holzfenster Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1977 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärme,,690000.0,3,80.5,80807,(Milbertshofen-Am,Gewerblicher,1977,,3,2023
245,,"Bad mit Wanne Balkon Ausblick: Fernblick Einbauküche Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1969 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Die Wohnanlage befindet sich in Aubing, nahe der S-Bahn-Station ""Westkreuz"". Eine sehr gute Infrastruktur, zahlreiche Einkaufsmöglichkeiten sowie öffentliche Verkehrsmittel zeichnen das beliebte Viertel aus. Kindergärten, Schulen und zahlreiche Sport-, Freizeit- und Erholungseinrichtungen sind in naher...",649000.0,4,86.0,81243,(Aubing-Lochhausen-Langwied),Gewerblicher,1969,,6,Sofort
246,,"Bad mit Dusche Loggia Einbauküche Böden: Fliesenboden, Teppichboden Ausstattung: teilweise möbliert Zustand: renovierungsbedürftig / sanierungsbedürftig ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,Im einwohnerstärksten 16. Stadtbezirk im Süd-Osten von München wohnen rund 110.000 Münchner. Der alte Ortskern von Ramersdorf wirkt auch heute noch sehr dörflich. In Perlach ist mit den großen Wohnblöcken von Neuperlach eine der größten deutschen Satellitenstädte entstanden. Der Stadtteil Altperlach ist ein ruhiges...,400000.0,2,62.46,81737,(Ramersdorf-Perlach),Gewerblicher,1972,,,
247,Klagenfurter Straße 1,"Böden: Fliesenboden, Laminat Zustand: renoviert / saniert ",Baujahr: 1970 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Der Stadtteil Ramersdorf hat in den letzten Jahren einen deutlichen Aufwärtstrend erfahren und gilt als ein Trendviertel mit hohem Entwicklungspotenzial. Verkehrstechnisch ist das Gebiet gut erschlossen und geprägt vom Wohnungsbau der 1950er- und 1960er- Jahre, durchsetzt mit relativ vielen Grünflächen...",249000.0,1,20.35,81669,(Ramersdorf-Perlach),Gewerblicher,1970,,5,Sofort
248,,Einbauküche ,Baujahr: 1974 Personenaufzug 1 Stellplatz: Garage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Die Wohnanlage befindet sich in äußerst zentraler Lage in München-Neuperlach. Die U-Bahn Station ""Neuperlach Zentrum"" sowie das direkt angrenzende und deutschlandweit bekannte Einkaufszentrum ""PEP"" erreichen Sie in ca. 5 Gehminuten. Neuperlach, im beliebten Südosten von München gelegen, bietet Ihnen alle...",520000.0,3,76.0,81737,(Ramersdorf-Perlach),Gewerblicher,1974,,15,Sofort
249,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Garten, Terrasse ",Zustand: Neubau Personenaufzug ,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",405000.0,1.5,40.86,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,New,Ground,
250,,Terrasse Zustand: gepflegt ,Baujahr: 1984 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartZentralheizung,"Das hübsche Appartement liegt im attraktiven Stadtteil  Obermenzing westlich von Nymphenburg und nördlich von Pasing  Durch Obermenzing verläuft die Bahnstrecke München-Ingolstadt, die im 20-Minut-Takt von der Linie S2 Richtung Petershausen der S-Bahn München bedient wird. Die Haltestelle des Busses 162 ist in wenigen...",325000.0,1,44.0,80992,(Pasing-Obermenzing),Gewerblicher,1984,,Ground,Nach Vereinbarung
251,Berg-am-Laim-Str. 95,"Bad mit Dusche Balkon Böden: Fliesenboden, Laminat Fenster: Holzfenster Zustand: renoviert / saniert Weitere Räume: Kelleranteil Anschlüsse: DVB-T/Antenne ",Baujahr: 1975 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung befindet sich östlich der Münchener Stadtmitte im Stadtteil Berg-am-Laim.In der Umgebung befinden sich alle Einkaufsmöglichkeiten für den täglichen Bedarf wie Supermärkte, Apotheken, Drogeriemärkte, Bäckereien etc.Die Verkehrsanbindung ist sehr gut. Unweit befinden sich eine Trambahn- sowie eine...",270000.0,1,28.38,81673,(Berg,Gewerblicher,1975,,4,Sofort
252,,"Bad mit Fenster, Wanne und Dusche, Bad/WC getrennt Terrasse Einbauküche, offene Küche Böden: Parkett Fenster: Holzfenster, Kunststofffenster Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1900 Zustand: Altbau (bis 1945) ,EnergieträgerGasHeizungsartoffener Kamin,"Das elegante Altbau-Maisonette-Wohnung mit Dachterrasse befindet sich in nachgefragter Lage der Ludwigsvorstadt-Isarvorstadt München, zwischen dem Bavariaring und der Lindwurmstraße nahe der Theresienwiese.Der Ursprung dieses Stadtteiles liegt Mitte des 19. Jahrhunderts. Die Ludwigsvorstadt wurde damals als...",1790000.0,4,143.0,80336,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,1900,,4 Roof,
253,,Bad mit Dusche Balkon Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1974 Personenaufzug ,EnergieträgerFernwärme,"Die Wohnung befindet sich im 3. OG in einer gepflegten, ruhig gelegenen Wohnanlage in fußläufiger Nähe zur U-Bahn Westendstraße (6 Gehminuten). Mit der U4 Richtung Arabellapark oder auch U5 Richtung Neuperlach Süd sind Sie in nur 5 min am Hauptbahnhof.Eine Bushaltestelle befindet nur 1 min vom Haus entfernt. Mit der...",298000.0,1,30.0,80687,(Laim),Gewerblicher,1974,,3,
254,,Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1967 25000 Stellplätze: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Die hier angebotene Wohnung befindet sich im Stadtteil Schwabing-West, sehr ruhig gelegen, mittig zwischen Luitpoldpark und dem Olympiapark, umgeben von Einfamilienhäusern und kleineren Wohnanlagen. Sämtliche Geschäfte des täglichen Bedarfs befinden sich in unmittelbarer Nähe und sind bequem zu Fuß zu erreichen.Der...",1075000.0,3,100.17,80809,(Schwabing-West),Gewerblicher,1967,,1,Sofort
255,,Terrasse ,,,"Eine weitere attraktive Seite dieser charmanten Wohnung ist ihre Lage. Die Georgenstraße befindet sich in Schwabing-West. Fußläufig gelangen Sie in ca. 10 Minuten zum beliebten Odeonsplatz mit der imposanten Theatinerkirche und dem historischen Hofgarten.Dort gibt es eine Vielzahl an Restaurants, Bars und anderen...",1650000.0,5,155.0,80798,(Maxvorstadt),Gewerblicher,,,Ground,
256,,"Bad mit Wanne und Dusche, Gäste-WC Einbauküche, offene Küche Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1982 1 Stellplatz: Tiefgarage ,"EnergieträgerGasHeizungsartFußbodenheizung, offener Kamin","Diese Wohnung liegt in München-Feldmoching, welcher der flächenmäßig größte Stadtteil Münchens ist. Bis heute ist in vielen Teilen Feldmochings der dörfliche Charakter erhalten geblieben und nicht zuletzt durch die sogenannte Dreiseenplatte findet man hier ein hohes Maß an Freizeitwert und Lebensqualität. In jeweils weniger...",600000.0,5,114.0,80935,(Feldmoching-Hasenbergl),Gewerblicher,1982,,1,
257,,"Gäste-WC Einbauküche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 1968 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"MünchenDie bayerische Landeshauptstadt München ist mit über 1,4 Millionen Einwohnern die drittgrößte Stadt Deutschlands sowie eine der wichtigsten Metropolen Europas. Bis 2030 wird mit einem Bevölkerungszuwachs von ca. 14,1 % gerechnet.Sowohl die Vielzahl aller Freizeitmöglichkeiten, die München und sein Umland...",629000.0,3,92.8,81925,(Bogenhausen),Gewerblicher,1968,,6,
258,Gabrielenstr. 3,Bad mit Fenster und Dusche Terrasse Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2021 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"KRAFTVOLLER STANDORT. AUTHENTISCHER CHARAKTER.  Das St.-Vinzenz-Viertel ist nahbar und weltgewandt, persönlich und pulsierend zugleich. Sein ursprüngliches Münchner Flair und die vitale Ausstrahlung verleihen dem lebenswerten Viertel in Neuhausen kosmopolitischen Charakter. Hier genießt man ein großstädtisches Angebot in...",1559000.0,4,98.53,80636,(Neuhausen-Nymphenburg),Gewerblicher,2021,,Ground,
259,,"Bad mit Fenster, Wanne und Dusche Balkon Einbauküche Böden: Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 2010 Personenaufzug 1 Stellplatz ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Die hier angebotene 3-Zimmer-Wohnung befindet sich in attraktiver und begehrter Lage Münchens, im gefragten Stadtteil Trudering. Die hervorragende Infrastruktur mit zahlreichen Einkaufsmöglichkeiten, wie Geschäften des täglichen Bedarfs, Supermärkten, Discountern und Restaurants (ca. 2 Minuten Fußweg) bereichert die...",737200.0,3,75.0,81735,(Trudering-Riem),Gewerblicher,2010,,1,
260,,"Balkon, Garten offene Küche Zustand: renoviert / saniert Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss ","Baujahr: 1969 Personenaufzug, Lastenaufzug Wellness: Swimming-Pool, Sauna ",EnergieträgerFernwärme,"Das helle Appartement befindet sich ca. 8,5 km südwestlich von München-Zentrum in Solln in der Nähe des Forstenrieder Parks.In direkter Umgebung, fußläufig zu erreichen, befinden sich verschiedene Restaurants, Cafés, Bäckereien, Ärzte und ein Einkaufszentrum vor.Die Wohnung ist verkehrsgünstig gelegen.Die...",319000.0,1,35.9,81477,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1969,,,
261,,"Bad mit Wanne Einbauküche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 1984 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"MILBERTSHOFEN - U-BAHNNÄHEWenn man von Milbertshofen spricht, denkt man vor allem an Olympia, Olympiapark, Olympiastadion und Olympisches Dorf. Denn als 1966 verkündet wurde, dass die Olympischen Spiele in München stattfinden werden, hat dies den Stadtteil nachhaltig geprägt.  Zahlreiche Parks wie...",270000.0,1,34.0,80807,(Milbertshofen-Am,Gewerblicher,1984,,6 Roof,Sofort
262,Industriestraße 30,Balkon ,Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz ,,"Nur  unweit  Ihres  neuen  Zuhauses  befindet  sich  der  denkmalgeschützte  Ortskern Alt-Aubings. Genießen Sie den ländlichen Charakter, traditionellen Charme und die naturnahe Lage sowie die optimale Verkehrsanbindung. Alt-Aubing - ein Standort mit vielen Vorzügen! Trotz  ruhiger  Lage:  Alles,  was  Sie  im  Alltag...",1029900.0,4,95.54,81245,(Aubing-Lochhausen-Langwied),Gewerblicher,2022,,3,
263,,"Gäste-WC Balkon Einbauküche, offene Küche Böden: Fliesenboden, Parkett Ausstattung: neuwertig ",Baujahr: 2016 Personenaufzug 1 Stellplatz: Garage ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Wohnen in einem modernen Umfeld in dem sich Wohnraum, Business und Industrie vereinen. Ein Stadtquatier, indem sich 3 Stadtteile grenzen. Ob Nymphenburg/ Neuhausen, Milbershofen oder Moosach. Sie sind in allen Bezirken zuhause.BMW- und Knorr-Bremse-Mitarbeiter können sich jetzt schon erfreuen - Sie können zu Fuß in...",1165000.0,4,100.0,80809,(Schwabing-West),Gewerblicher,2016,,,
264,,"Bad mit Wanne und Dusche, Gäste-WC Loggia Einbauküche WG-geeignet Böden: Fliesenboden, Parkett Ausstattung: neuwertig ",Baujahr: 1975 Personenaufzug 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,"Die Infrastruktur Neuperlachs ist hervorragend. Die Haltestelle U5, mit welcher man in einer Viertelstunde das Münchner Zentrum erreicht, liegt ca. zehn Minuten Fußweg entfernt. Das Einkaufszentrum PEP bietet eine Vielzahl an Einkaufsmöglichkeiten. Verschiedene Schulen für jede Altersstufe sind in der näheren Umgebung...",635000.0,3,73.22,81737,(Ramersdorf-Perlach),Gewerblicher,1975,,2,Sofort
265,Paul-Heyse-Straße 30,"Bad mit Wanne Einbauküche Böden: Parkett Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 2000 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärme,"München, Ludwigsvorstadt, Paul-Heyse-Straße 30, 1.OG ohne Aufzug; sehr ruhige, grüne Innenhoflage; 4 Gehminuten zur U-Bahnstation Theresienwiese; 11 Gehminuten zur S-Bahnstation am Hauptbahnhof; Einkaufen im REWE, Verdi Supermarkt und zum Lidl in 3 - 7 Gehminuten; Bäckerei, verschiedene Cafés und Restaurants innerhalb 10...",740000.0,2,68.0,80336,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,2000,,1,
266,Trollblumenstr. 30,"Bad mit Fenster und Wanne Garten, Loggia, Terrasse, Gartenanteil, Gartenmitbenutzung Einbauküche Böden: Fliesenboden, Parkett Fenster: Holzfenster Weitere Räume: Wasch-Trockenraum Haustiere erlaubt ",Baujahr: 1987 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Die Fasanerie ist ein Stadtteil im Nordwesten der Landeshauptstadt München. Die Ufer von Fasaneriesee, Lerchenauer See und Feldmochinger See bieten Badebegeisterten im Sommer schattige Plätze, Badevergnügen und viel Erholung.Einkaufsmöglichkeiten gibt es  vor allem im Olympia-Einkaufszentrum sowie im angrenzenden...",648500.0,3,67.2,80995,(Feldmoching-Hasenbergl),Gewerblicher,1987,,Ground,
267,,"Terrasse Einbauküche, offene Küche Ausstattung: neuwertig ",Baujahr: 1920 Zustand: Altbau (bis 1945) ,EnergieträgerGasHeizungsartZentralheizung,Beliebte und trendige Altsendlinger Wohnlage an der Schnittstelle zur Ludwigvorstadt. Beste Infrastruktur und ideale öffentliche Verkehrsanbindung. Die urbane Umgebung besticht durch einen hohen Freizeitfaktor nahe dem Glockenbach-/Schlachthofviertel und den weitläufigen Isarauen. Alle Geschäfte des täglichen Bedarfs...,1380000.0,3,123.75,80337,(Sendling),Gewerblicher,1920,,4,
268,,"Bad mit Wanne, Bad/WC getrennt Balkon WG-geeignet Böden: Holzdielen, Fliesenboden, Laminat, Teppichboden Fenster: Holzfenster Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 1973 Personenaufzug 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartZentralheizung,,655000.0,4,83.0,81673,(Berg,Gewerblicher,1973,,1,
269,,"Bad mit Fenster und Dusche Terrasse offene Küche Böden: Fliesenboden, Parkett, Steinboden Fenster: Kunststofffenster Zustand: Erstbezug kontrollierte Be- und Entlüftungsanlage Anschlüsse: Kabelanschluss ","Baujahr: 2022 Zustand: Neubau 1 Stellplatz: Garage, Außen-Stellplatz ","EnergieträgerSolarHeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung","Das Stadthaus entsteht im Stadtteil Moosach im Nord-Westen von München in einem gewachsenen Umfeld.Die gute Infrastruktur, Einkaufsmöglichkeiten usw. sind in wenigen Minuten fußläufig zu erreichen. Die S- und U-Bahn-Anbindung sind nur ca. 800 Meter entfernt. Die S1 fährt in knapp 25 Minuten zum...",1035900.0,3,84.0,80997,(Moosach),Gewerblicher,2022,,3 Roof,
